,Border,Date,Measure,Value,Average
3084,US-Canada Border,2006-09-01,Personal Vehicle Passengers,5567958,6272326.0
3083,US-Canada Border,2006-09-01,Bus Passengers,266393,318792.0
3082,US-Canada Border,2006-09-01,Trucks,542189,566834.0
3081,US-Canada Border,2006-09-01,Pedestrians,53180,64288.0
3080,US-Mexico Border,2006-09-01,Personal Vehicles,6811433,7211201.0
3079,US-Mexico Border,2006-09-01,Personal Vehicle Passengers,13571521,14620224.0
3078,US-Canada Border,2006-09-01,Buses,10662,12472.0
3077,US-Canada Border,2006-09-01,Truck Containers Full,452851,475874.0
3076,US-Mexico Border,2006-09-01,Train Passengers,1839,1884.0
3075,US-Mexico Border,2006-09-01,Bus Passengers,222004,263732.0
3074,US-Mexico Border,2006-09-01,Pedestrians,3770596,3752097.0
3073,US-Canada Border,2006-09-01,Personal Vehicles,2676082,2892413.0
3072,US-Canada Border,2006-09-01,Truck Containers Empty,82494,85331.0
3071,US-Canada Border,2006-08-01,Rail Containers Full,117288,117951.0
3070,US-Mexico Border,2006-08-01,Trucks,423336,406282.0
3069,US-Mexico Border,2006-08-01,Rail Containers Empty,33117,34091.0
3068,US-Mexico Border,2006-08-01,Train Passengers,1777,1837.0
3067,US-Mexico Border,2006-08-01,Trains,851,841.0
3066,US-Canada Border,2006-08-01,Truck Containers Empty,91793,84146.0
3065,US-Canada Border,2006-08-01,Personal Vehicle Passengers,7189697,6166378.0
3064,US-Canada Border,2006-08-01,Trains,2736,2722.0
3063,US-Canada Border,2006-08-01,Pedestrians,105683,61555.0
3062,US-Canada Border,2006-08-01,Truck Containers Full,495837,483462.0
3061,US-Mexico Border,2006-08-01,Truck Containers Empty,157966,141618.0
3060,US-Canada Border,2006-08-01,Personal Vehicles,3184166,2837192.0
3059,US-Mexico Border,2006-08-01,Personal Vehicle Passengers,14876795,15023938.0
3058,US-Canada Border,2006-08-01,Trucks,594103,567750.0
3057,US-Canada Border,2006-08-01,Train Passengers,39031,29615.0
3056,US-Mexico Border,2006-08-01,Pedestrians,3839914,3737074.0
3055,US-Mexico Border,2006-08-01,Bus Passengers,271674,270832.0
3054,US-Mexico Border,2006-08-01,Personal Vehicles,7254940,7355380.0
3053,US-Canada Border,2006-08-01,Bus Passengers,301791,315336.0
3052,US-Mexico Border,2006-08-01,Rail Containers Full,32008,32254.0
3051,US-Mexico Border,2006-08-01,Truck Containers Full,263686,260099.0
3050,US-Mexico Border,2006-08-01,Buses,22131,21679.0
3049,US-Canada Border,2006-08-01,Rail Containers Empty,43749,43192.0
3048,US-Canada Border,2006-08-01,Buses,12061,12366.0
3047,US-Mexico Border,2006-07-01,Pedestrians,3858945,3747060.0
3046,US-Canada Border,2006-07-01,Personal Vehicles,3278365,2668436.0
3045,US-Mexico Border,2006-07-01,Bus Passengers,333237,273360.0
3044,US-Mexico Border,2006-07-01,Rail Containers Full,28533,32788.0
3043,US-Canada Border,2006-07-01,Truck Containers Full,420623,490483.0
3042,US-Mexico Border,2006-07-01,Trains,818,848.0
3041,US-Canada Border,2006-07-01,Trains,2597,2737.0
3040,US-Mexico Border,2006-07-01,Trucks,384092,407349.0
3039,US-Canada Border,2006-07-01,Buses,14914,11795.0
3038,US-Canada Border,2006-07-01,Pedestrians,99656,45696.0
3037,US-Canada Border,2006-07-01,Train Passengers,38271,24300.0
3036,US-Canada Border,2006-07-01,Truck Containers Empty,77684,83972.0
3035,US-Mexico Border,2006-07-01,Buses,23258,21668.0
3034,US-Mexico Border,2006-07-01,Personal Vehicles,7293192,7479779.0
3033,US-Mexico Border,2006-07-01,Truck Containers Full,236994,263986.0
3032,US-Mexico Border,2006-07-01,Truck Containers Empty,138480,138709.0
3031,US-Canada Border,2006-07-01,Bus Passengers,381743,303219.0
3030,US-Mexico Border,2006-07-01,Rail Containers Empty,32353,34636.0
3029,US-Canada Border,2006-07-01,Rail Containers Full,106969,120664.0
3028,US-Mexico Border,2006-07-01,Train Passengers,1781,1866.0
3027,US-Canada Border,2006-07-01,Personal Vehicle Passengers,7463886,5699247.0
3026,US-Canada Border,2006-07-01,Trucks,509647,569079.0
3025,US-Canada Border,2006-07-01,Rail Containers Empty,42414,43316.0
3024,US-Mexico Border,2006-07-01,Personal Vehicle Passengers,15447041,15210815.0
3023,US-Canada Border,2006-06-01,Rail Containers Empty,43781,42526.0
3022,US-Mexico Border,2006-06-01,Personal Vehicle Passengers,14351470,14928743.0
3021,US-Mexico Border,2006-06-01,Rail Containers Empty,34619,34126.0
3020,US-Mexico Border,2006-06-01,Truck Containers Full,264514,266567.0
3019,US-Canada Border,2006-06-01,Personal Vehicles,2720538,2398839.0
3018,US-Mexico Border,2006-06-01,Bus Passengers,248200,255888.0
3017,US-Mexico Border,2006-06-01,Train Passengers,1953,1839.0
3016,US-Canada Border,2006-06-01,Trains,2754,2717.0
3015,US-Mexico Border,2006-06-01,Trains,871,833.0
3014,US-Mexico Border,2006-06-01,Pedestrians,3614010,3662083.0
3013,US-Canada Border,2006-06-01,Buses,11425,10457.0
3012,US-Canada Border,2006-06-01,Train Passengers,33429,18827.0
3011,US-Mexico Border,2006-06-01,Personal Vehicles,7177380,7422813.0
3010,US-Canada Border,2006-06-01,Bus Passengers,284032,268989.0
3009,US-Mexico Border,2006-06-01,Buses,21135,20804.0
3008,US-Canada Border,2006-06-01,Rail Containers Full,118525,122197.0
3007,US-Canada Border,2006-06-01,Personal Vehicle Passengers,5759598,4992968.0
3006,US-Mexico Border,2006-06-01,Rail Containers Full,33236,32615.0
3005,US-Canada Border,2006-06-01,Truck Containers Empty,89573,84671.0
3004,US-Canada Border,2006-06-01,Truck Containers Full,488529,499420.0
3003,US-Canada Border,2006-06-01,Pedestrians,34172,29402.0
3002,US-Canada Border,2006-06-01,Trucks,582843,572074.0
3001,US-Mexico Border,2006-06-01,Truck Containers Empty,141908,136158.0
3000,US-Mexico Border,2006-06-01,Trucks,417233,406864.0
2999,US-Canada Border,2006-05-01,Truck Containers Empty,85111,83062.0
2998,US-Canada Border,2006-05-01,Pedestrians,28750,27038.0
2997,US-Mexico Border,2006-05-01,Bus Passengers,243546,259192.0
2996,US-Canada Border,2006-05-01,Trains,2812,2712.0
2995,US-Mexico Border,2006-05-01,Pedestrians,3677021,3642216.0
2994,US-Mexico Border,2006-05-01,Trains,894,825.0
2993,US-Canada Border,2006-05-01,Rail Containers Empty,42617,42354.0
2992,US-Canada Border,2006-05-01,Truck Containers Full,521530,498190.0
2991,US-Canada Border,2006-05-01,Train Passengers,23683,14369.0
2990,US-Canada Border,2006-05-01,Personal Vehicles,2602915,2274857.0
2989,US-Canada Border,2006-05-01,Buses,13299,10116.0
2988,US-Mexico Border,2006-05-01,Personal Vehicles,7519061,7523298.0
2987,US-Mexico Border,2006-05-01,Truck Containers Empty,138372,135000.0
2986,US-Canada Border,2006-05-01,Bus Passengers,359999,262459.0
2985,US-Mexico Border,2006-05-01,Buses,20802,20882.0
2984,US-Canada Border,2006-05-01,Rail Containers Full,120126,123409.0
2983,US-Canada Border,2006-05-01,Personal Vehicle Passengers,5380492,4699027.0
2982,US-Mexico Border,2006-05-01,Trucks,421037,401846.0
2981,US-Mexico Border,2006-05-01,Train Passengers,2072,1827.0
2980,US-Mexico Border,2006-05-01,Rail Containers Full,34672,31758.0
2979,US-Mexico Border,2006-05-01,Truck Containers Full,283704,264816.0
2978,US-Mexico Border,2006-05-01,Personal Vehicle Passengers,14854291,15211846.0
2977,US-Mexico Border,2006-05-01,Rail Containers Empty,35118,34088.0
2976,US-Canada Border,2006-05-01,Trucks,605389,565762.0
2975,US-Mexico Border,2006-04-01,Truck Containers Full,251598,256632.0
2974,US-Canada Border,2006-04-01,Buses,10133,9070.0
2973,US-Mexico Border,2006-04-01,Train Passengers,1601,1758.0
2972,US-Canada Border,2006-04-01,Trucks,546766,544995.0
2971,US-Canada Border,2006-04-01,Personal Vehicles,2399978,2200760.0
2970,US-Mexico Border,2006-04-01,Trucks,385711,393954.0
2969,US-Canada Border,2006-04-01,Truck Containers Empty,76570,81132.0
2968,US-Canada Border,2006-04-01,Train Passengers,13659,12665.0
2967,US-Mexico Border,2006-04-01,Personal Vehicles,7532326,7621594.0
2966,US-Mexico Border,2006-04-01,Rail Containers Full,32819,30685.0
2965,US-Canada Border,2006-04-01,Truck Containers Full,490792,480663.0
2964,US-Mexico Border,2006-04-01,Rail Containers Empty,35247,34529.0
2963,US-Canada Border,2006-04-01,Bus Passengers,249113,233034.0
2962,US-Mexico Border,2006-04-01,Truck Containers Empty,131365,134434.0
2961,US-Mexico Border,2006-04-01,Buses,21068,21311.0
2960,US-Canada Border,2006-04-01,Rail Containers Full,126848,123469.0
2959,US-Canada Border,2006-04-01,Rail Containers Empty,43399,41595.0
2958,US-Canada Border,2006-04-01,Personal Vehicle Passengers,5038219,4562657.0
2957,US-Mexico Border,2006-04-01,Trains,773,810.0
2956,US-Mexico Border,2006-04-01,Bus Passengers,257502,267211.0
2955,US-Mexico Border,2006-04-01,Personal Vehicle Passengers,15590094,15644524.0
2954,US-Canada Border,2006-04-01,Pedestrians,39516,26131.0
2953,US-Canada Border,2006-04-01,Trains,2709,2740.0
2952,US-Mexico Border,2006-04-01,Pedestrians,3695482,3755152.0
2951,US-Mexico Border,2006-03-01,Trucks,428671,398613.0
2950,US-Mexico Border,2006-03-01,Personal Vehicle Passengers,15811178,15486747.0
2949,US-Canada Border,2006-03-01,Train Passengers,12460,12615.0
2948,US-Mexico Border,2006-03-01,Bus Passengers,284313,256979.0
2947,US-Mexico Border,2006-03-01,Truck Containers Full,283122,259575.0
2946,US-Canada Border,2006-03-01,Bus Passengers,241209,235843.0
2945,US-Canada Border,2006-03-01,Personal Vehicle Passengers,4854042,4426880.0
2944,US-Mexico Border,2006-03-01,Rail Containers Full,34678,29985.0
2943,US-Mexico Border,2006-03-01,Rail Containers Empty,35841,34507.0
2942,US-Canada Border,2006-03-01,Truck Containers Empty,90922,82046.0
2941,US-Canada Border,2006-03-01,Trains,2812,2779.0
2940,US-Canada Border,2006-03-01,Buses,9202,9043.0
2939,US-Mexico Border,2006-03-01,Pedestrians,3889843,3748128.0
2938,US-Mexico Border,2006-03-01,Buses,22077,21194.0
2937,US-Canada Border,2006-03-01,Trucks,600750,549740.0
2936,US-Canada Border,2006-03-01,Rail Containers Empty,44368,41261.0
2935,US-Mexico Border,2006-03-01,Trains,886,831.0
2934,US-Canada Border,2006-03-01,Truck Containers Full,530942,481690.0
2933,US-Mexico Border,2006-03-01,Train Passengers,1921,1769.0
2932,US-Mexico Border,2006-03-01,Truck Containers Empty,143420,135800.0
2931,US-Mexico Border,2006-03-01,Personal Vehicles,7876937,7602508.0
2930,US-Canada Border,2006-03-01,Pedestrians,26385,23884.0
2929,US-Canada Border,2006-03-01,Rail Containers Full,130854,122778.0
2928,US-Canada Border,2006-03-01,Personal Vehicles,2340385,2163850.0
2927,US-Canada Border,2006-02-01,Bus Passengers,210590,256498.0
2926,US-Canada Border,2006-02-01,Truck Containers Full,465306,479581.0
2925,US-Mexico Border,2006-02-01,Rail Containers Empty,29806,34020.0
2924,US-Mexico Border,2006-02-01,Buses,18938,21104.0
2923,US-Mexico Border,2006-02-01,Trucks,381670,394232.0
2922,US-Mexico Border,2006-02-01,Truck Containers Empty,125724,135452.0
2921,US-Mexico Border,2006-02-01,Pedestrians,3434057,3671215.0
2920,US-Mexico Border,2006-02-01,Personal Vehicles,7008359,7540962.0
2919,US-Mexico Border,2006-02-01,Truck Containers Full,249897,255790.0
2918,US-Mexico Border,2006-02-01,Bus Passengers,245881,243945.0
2917,US-Canada Border,2006-02-01,Truck Containers Empty,81178,80450.0
2916,US-Canada Border,2006-02-01,Rail Containers Empty,38467,40479.0
2915,US-Canada Border,2006-02-01,Rail Containers Full,114632,122034.0
2914,US-Canada Border,2006-02-01,Trucks,524623,548339.0
2913,US-Mexico Border,2006-02-01,Train Passengers,1648,1718.0
2912,US-Canada Border,2006-02-01,Pedestrians,18189,30858.0
2911,US-Mexico Border,2006-02-01,Personal Vehicle Passengers,14036680,15314125.0
2910,US-Mexico Border,2006-02-01,Trains,741,826.0
2909,US-Canada Border,2006-02-01,Personal Vehicles,1930380,2200495.0
2908,US-Mexico Border,2006-02-01,Rail Containers Full,27670,29435.0
2907,US-Canada Border,2006-02-01,Trains,2500,2827.0
2906,US-Canada Border,2006-02-01,Personal Vehicle Passengers,3932488,4472882.0
2905,US-Canada Border,2006-02-01,Buses,8227,9709.0
2904,US-Canada Border,2006-02-01,Train Passengers,10902,13202.0
2903,US-Canada Border,2006-01-01,Personal Vehicle Passengers,4289892,4775445.0
2902,US-Mexico Border,2006-01-01,Buses,21524,21286.0
2901,US-Mexico Border,2006-01-01,Truck Containers Full,255761,256605.0
2900,US-Mexico Border,2006-01-01,Trains,829,840.0
2899,US-Canada Border,2006-01-01,Rail Containers Full,124583,122739.0
2898,US-Mexico Border,2006-01-01,Trucks,392139,396097.0
2897,US-Mexico Border,2006-01-01,Personal Vehicles,7679806,7593280.0
2896,US-Mexico Border,2006-01-01,Pedestrians,3514675,3622081.0
2895,US-Mexico Border,2006-01-01,Bus Passengers,264716,232801.0
2894,US-Canada Border,2006-01-01,Trains,2725,2883.0
2893,US-Mexico Border,2006-01-01,Personal Vehicle Passengers,15766986,15380939.0
2892,US-Mexico Border,2006-01-01,Train Passengers,1894,1688.0
2891,US-Mexico Border,2006-01-01,Rail Containers Empty,34430,34388.0
2890,US-Canada Border,2006-01-01,Buses,9719,11472.0
2889,US-Canada Border,2006-01-01,Train Passengers,11140,15926.0
2888,US-Mexico Border,2006-01-01,Rail Containers Full,28951,29421.0
2887,US-Canada Border,2006-01-01,Rail Containers Empty,42920,40562.0
2886,US-Canada Border,2006-01-01,Trucks,551284,559504.0
2885,US-Canada Border,2006-01-01,Personal Vehicles,2100629,2353020.0
2884,US-Mexico Border,2006-01-01,Truck Containers Empty,136117,137471.0
2883,US-Canada Border,2006-01-01,Truck Containers Empty,81531,81129.0
2882,US-Canada Border,2006-01-01,Bus Passengers,251382,305212.0
2881,US-Canada Border,2006-01-01,Truck Containers Full,482378,487587.0
2880,US-Canada Border,2006-01-01,Pedestrians,22352,38283.0
2879,US-Mexico Border,2005-12-01,Train Passengers,1724,1628.0
2878,US-Canada Border,2005-12-01,Truck Containers Full,433899,498207.0
2877,US-Canada Border,2005-12-01,Bus Passengers,212874,341523.0
2876,US-Canada Border,2005-12-01,Rail Containers Full,120428,121559.0
2875,US-Canada Border,2005-12-01,Buses,8068,13212.0
2874,US-Canada Border,2005-12-01,Personal Vehicle Passengers,4698646,5376112.0
2873,US-Canada Border,2005-12-01,Train Passengers,15162,20418.0
2872,US-Mexico Border,2005-12-01,Truck Containers Empty,135546,139296.0
2871,US-Mexico Border,2005-12-01,Trucks,381580,399109.0
2870,US-Mexico Border,2005-12-01,Rail Containers Empty,37319,34053.0
2869,US-Canada Border,2005-12-01,Trucks,501553,573150.0
2868,US-Mexico Border,2005-12-01,Buses,22946,21401.0
2867,US-Mexico Border,2005-12-01,Rail Containers Full,29308,29164.0
2866,US-Mexico Border,2005-12-01,Truck Containers Full,242781,257288.0
2865,US-Canada Border,2005-12-01,Personal Vehicles,2232428,2602584.0
2864,US-Mexico Border,2005-12-01,Pedestrians,4241702,3717251.0
2863,US-Canada Border,2005-12-01,Rail Containers Empty,38822,40144.0
2862,US-Mexico Border,2005-12-01,Bus Passengers,283645,230475.0
2861,US-Mexico Border,2005-12-01,Trains,823,835.0
2860,US-Canada Border,2005-12-01,Pedestrians,24215,57477.0
2859,US-Mexico Border,2005-12-01,Personal Vehicle Passengers,17017684,15358380.0
2858,US-Canada Border,2005-12-01,Trains,2953,2857.0
2857,US-Mexico Border,2005-12-01,Personal Vehicles,8010543,7590551.0
2856,US-Canada Border,2005-12-01,Truck Containers Empty,75459,82334.0
2855,US-Mexico Border,2005-11-01,Rail Containers Empty,35137,32254.0
2854,US-Canada Border,2005-11-01,Trains,2904,2781.0
2853,US-Canada Border,2005-11-01,Truck Containers Full,495925,499478.0
2852,US-Mexico Border,2005-11-01,Buses,20484,21386.0
2851,US-Mexico Border,2005-11-01,Truck Containers Empty,138194,139379.0
2850,US-Mexico Border,2005-11-01,Pedestrians,3660365,3641365.0
2849,US-Mexico Border,2005-11-01,Truck Containers Full,266314,254973.0
2848,US-Mexico Border,2005-11-01,Trucks,409006,395158.0
2847,US-Canada Border,2005-11-01,Pedestrians,28277,75812.0
2846,US-Canada Border,2005-11-01,Rail Containers Empty,41728,40899.0
2845,US-Mexico Border,2005-11-01,Personal Vehicles,7436896,7540345.0
2844,US-Mexico Border,2005-11-01,Trains,878,825.0
2843,US-Canada Border,2005-11-01,Trucks,570492,573967.0
2842,US-Canada Border,2005-11-01,Personal Vehicle Passengers,4359334,5945265.0
2841,US-Canada Border,2005-11-01,Train Passengers,13409,24404.0
2840,US-Mexico Border,2005-11-01,Bus Passengers,206340,245789.0
2839,US-Canada Border,2005-11-01,Buses,10000,14997.0
2838,US-Mexico Border,2005-11-01,Train Passengers,1657,1524.0
2837,US-Canada Border,2005-11-01,Bus Passengers,263160,381970.0
2836,US-Mexico Border,2005-11-01,Rail Containers Full,29319,28223.0
2835,US-Canada Border,2005-11-01,Rail Containers Full,123395,120769.0
2834,US-Canada Border,2005-11-01,Truck Containers Empty,81139,82392.0
2833,US-Mexico Border,2005-11-01,Personal Vehicle Passengers,14801205,15224875.0
2832,US-Canada Border,2005-11-01,Personal Vehicles,2215430,2838552.0
2831,US-Mexico Border,2005-10-01,Trains,861,799.0
2830,US-Canada Border,2005-10-01,Trucks,593744,579742.0
2829,US-Canada Border,2005-10-01,Trains,3054,2709.0
2828,US-Mexico Border,2005-10-01,Personal Vehicle Passengers,14948070,15306357.0
2827,US-Canada Border,2005-10-01,Truck Containers Full,520395,503681.0
2826,US-Mexico Border,2005-10-01,Train Passengers,1666,1484.0
2825,US-Mexico Border,2005-10-01,Truck Containers Empty,141677,139010.0
2824,US-Mexico Border,2005-10-01,Pedestrians,3505276,3650662.0
2823,US-Canada Border,2005-10-01,Rail Containers Full,127130,119264.0
2822,US-Canada Border,2005-10-01,Personal Vehicles,2523606,2949169.0
2821,US-Mexico Border,2005-10-01,Personal Vehicles,7569204,7568927.0
2820,US-Mexico Border,2005-10-01,Rail Containers Empty,33406,31047.0
2819,US-Canada Border,2005-10-01,Train Passengers,15395,27719.0
2818,US-Canada Border,2005-10-01,Personal Vehicle Passengers,5084051,6209462.0
2817,US-Canada Border,2005-10-01,Rail Containers Empty,40457,40860.0
2816,US-Canada Border,2005-10-01,Pedestrians,61257,79386.0
2815,US-Mexico Border,2005-10-01,Buses,21630,21620.0
2814,US-Canada Border,2005-10-01,Truck Containers Empty,82945,82729.0
2813,US-Mexico Border,2005-10-01,Truck Containers Full,264197,254105.0
2812,US-Mexico Border,2005-10-01,Rail Containers Full,31925,28073.0
2811,US-Mexico Border,2005-10-01,Bus Passengers,219145,261360.0
2810,US-Canada Border,2005-10-01,Bus Passengers,344484,404798.0
2809,US-Canada Border,2005-10-01,Buses,12533,16161.0
2808,US-Mexico Border,2005-10-01,Trucks,406766,393863.0
2807,US-Mexico Border,2005-09-01,Rail Containers Full,27603,27677.0
2806,US-Canada Border,2005-09-01,Truck Containers Empty,84573,81659.0
2805,US-Mexico Border,2005-09-01,Personal Vehicles,7269953,7619243.0
2804,US-Canada Border,2005-09-01,Personal Vehicles,2693008,2950917.0
2803,US-Mexico Border,2005-09-01,Buses,19847,21360.0
2802,US-Canada Border,2005-09-01,Train Passengers,24526,28794.0
